Depth_m,RockType,Formation,NaturalGamma_API,SP_mV,SPResistance_Ohm,FluidResistivity_Ohm,Temperature_DegC,Res8_Ohm-m,Res16_Ohm-m,Res32_Ohm-m,Res64_Ohm-m,NearDensity_gcc,FarDensity_gcc,MS_mCGS
7.8,MS_B_SCH,Menihek Fm (HW),311.868,147.375,-999,-999,-999,-999,-999,-999,-999,2.69629,2.68244,0.201979
8,MS_B_SCH,Menihek Fm (HW),290.243,145.375,-999,-999,-999,-999,-999,-999,-999,2.71381,2.71279,0.232668
8.2,MS_B_SCH,Menihek Fm (HW),252.25,140.625,-999,-999,-999,-999,-999,-999,-999,2.75687,2.7281,0.230927
8.4,MS_B_SCH,Menihek Fm (HW),193.14,135,-999,-999,-999,-999,-999,-999,-999,2.76645,2.65252,0.276198
8.6,MS_B_SCH,Menihek Fm (HW),258.828,129.5,-999,-999,-999,-999,-999,-999,539295,2.51283,2.62399,0.225485
8.8,MS_B_SCH,Menihek Fm (HW),256.501,123.75,-999,-999,-999,-999,-999,-999,270758,2.60199,2.58747,0.261616
9,MS_B_SCH,Menihek Fm (HW),276.357,119.875,-999,-999,-999,-999,-999,207332,121757,2.77611,2.70609,0.283381
9.2,MS_B_SCH,Menihek Fm (HW),281.147,120.875,-999,-999,-999,126190,169288,217294,391148,2.75093,2.67952,0.350417
9.4,MS_B_SCH,Menihek Fm (HW),251.344,120.5,-999,-999,-999,124161,174103,221426,554147,2.73387,2.69965,0.377406
9.6,MS_B_SCH,Menihek Fm (HW),229.587,114.125,84930.1,145.122,4.06738,120186,177179,212896,554611,2.74454,2.69498,0.276198
9.8,MS_B_SCH,Menihek Fm (HW),254.03,112.125,83910.3,145.107,4.05371,111408,170039,216261,525789,2.69482,2.72077,0.216344
10,MS_B_SCH,Menihek Fm (HW),211.5,117.5,80738.3,145.099,4.04785,100325,169650,209452,457038,2.70498,2.69938,0.270757
10.2,MS_B_SCH,Menihek Fm (HW),273.841,121.375,79743.3,145.077,4.06934,95028.7,166153,194409,376383,2.75544,2.79185,0.240068
10.4,MS_B_SCH,Menihek Fm (HW),244.035,123.375,82904.3,145.069,4.06543,89986.6,159030,197809,387259,2.81465,2.77464,0.303187
10.6,MS_B_SCH,Menihek Fm (HW),231.533,121,83963.3,145.077,4.10547,87495,165361,204181,189362,2.74176,2.79245,0.312328
10.8,MS_B_SCH,Menihek Fm (HW),283.768,115,83928.6,145.069,4.08105,89964,172917,228695,-9531.57,2.7539,2.77195,0.352159
11,MS_B_SCH,Menihek Fm (HW),264.297,117.25,86446.8,145.054,4.05078,93179.4,188454,294686,-15916.3,2.76433,2.73883,0.316028
11.2,MS_B_SCH,Menihek Fm (HW),260.771,145.125,89393.4,141.02,4.11523,109358,228205,349053,-15944.6,2.76357,2.80691,0.330393
11.4,MS_B_SCH,Menihek Fm (HW),252.428,221,91677.5,111.969,4.07324,129064,266733,364669,-15847,2.76741,2.89286,0.287081
11.6,MS_B_SCH,Menihek Fm (HW),280.199,301.625,86342.8,111.548,4.05957,141387,285075,275400,-15825.2,2.7373,2.82043,0.209162
11.8,MS_B_SCH,Menihek Fm (HW),267.717,337.75,68314.8,111.473,4.03809,145661,290926,298152,-14855.5,2.81754,2.7363,0.250733
12,MS_B_SCH,Menihek Fm (HW),251.459,369.25,56407,111.616,4.05469,146346,291824,305501,-11529.2,2.39574,2.52663,0.221785
12.2,MS_B_SCH,Menihek Fm (HW),288.219,461.75,55680,112.037,4.06055,146107,290941,267995,41280.8,2.62479,2.70501,0.243551
12.4,MS_B_SCH,Menihek Fm (HW),272.789,632.5,55845.7,112.405,4.05371,143314,258568,220778,38520.7,2.82209,2.87469,0.267057
12.6,MS_B_SCH,Menihek Fm (HW),273.822,802.75,55367.6,112.638,4.06641,106007,156450,120218,36694.4,2.7533,2.72598,0.245292
12.8,MS_B_SCH,Menihek Fm (HW),267.759,852.125,55280,113.299,4.08887,58746,87884.7,80069.1,96147.2,2.77385,2.79986,0.256174
13,MS_B_SCH,Menihek Fm (HW),242.36,827,50194.9,113.652,4.04297,38222.6,62540.3,70832.1,94520.1,2.75902,2.83277,0.230927
13.2,MS_B_SCH,Menihek Fm (HW),200.275,857.125,32336.3,113.742,4.09375,31171.4,56295,52974.1,71895,2.7248,2.81032,0.28164
13.4,MS_B_SCH,Menihek Fm (HW),282.208,841.75,19815.8,113.704,4.06934,26507.6,42749.2,33258.4,56614,2.76902,2.86789,0.209162
13.6,MS_B_SCH,Menihek Fm (HW),262.968,695.75,14966.6,113.697,4.0625,19224.4,28266.4,24054.6,37683.9,2.79503,2.76164,0.270757
13.8,MS_B_SCH,Menihek Fm (HW),231.69,588.625,13558,113.802,4.06543,13817.6,21748.2,18764.9,28737.2,2.74557,2.82214,0.274239
14,MS_B_SCH,Menihek Fm (HW),170.526,574.375,10926.1,113.967,4.04688,11313.1,17273.3,12718.8,22237.1,2.66177,2.71445,0.276198
14.2,MS_B_SCH,Menihek Fm (HW),256.024,568.125,8425.96,114.065,4.06543,8012.5,11541.9,10048.3,13635.9,2.52412,2.68358,0.234627
14.4,MS_B_SCH,Menihek Fm (HW),290.802,557.875,7232.32,114.283,4.07129,5123.83,8760.18,8028.87,8454.39,2.65178,2.79058,0.216344
14.6,MS_B_SCH,Menihek Fm (HW),254.495,542.625,5728.3,114.351,4.09277,4234.03,6688.04,4994.88,6786.36,2.71599,2.76237,0.221785
14.8,MS_B_SCH,Menihek Fm (HW),265.075,524.5,3871.95,114.568,4.06543,2747.5,3962.88,3208.42,6059.38,2.66553,2.75648,0.225485
15,MS_B_SCH,Menihek Fm (HW),281.453,517.125,3050.9,114.598,4.06348,1504.61,2411.23,2714.17,5870.65,2.69528,2.75981,0.209162
15.2,MS_B_SCH,Menihek Fm (HW),289.105,516.625,2524.67,114.546,4.0293,1060.8,1942.59,2489.83,6303.79,2.73169,2.71096,0.220044
15.4,MS_B_SCH,Menihek Fm (HW),297.133,516.375,1890.93,114.719,4.08496,954.64,1712.66,2365.37,6468.85,2.70335,2.78226,0.198279
15.6,MS_B_SCH,Menihek Fm (HW),239.216,517.75,1440.31,114.794,4.0498,896.397,1625.91,2446.11,6574.31,2.70168,2.84171,0.185655
15.8,MS_B_SCH,Menihek Fm (HW),232.138,522.875,1281.4,114.846,3.99609,986.5,1748.02,2539.55,6452.38,2.61146,2.72777,0.254433
16,MS_B_SCH,Menihek Fm (HW),182.268,534.5,1283.02,114.749,3.96777,1114.31,1842.54,2648.37,6385.13,2.68316,2.71738,0.368482
16.2,MS_B_SCH,Menihek Fm (HW),171.454,547.125,1641.4,114.967,3.9541,1418.55,1950.1,2612.04,6377.1,2.71864,2.72796,0.191097
16.4,MS_B_SCH,Menihek Fm (HW),248.862,560.625,2034.52,115.019,3.93359,1717.12,2009.7,2588.66,6417.4,2.7341,2.77749,0.227227
16.6,MS_B_SCH,Menihek Fm (HW),234.233,573,2443.65,115.124,3.96191,1542.46,1990.8,2626.13,6408.3,2.67107,2.81055,0.256174
16.8,MS_B_SCH,Menihek Fm (HW),302.633,578.75,2834,115.094,3.95215,1268.29,1945.43,2619.02,6324.02,2.80076,2.78818,0.299705
17,MS_B_SCH,Menihek Fm (HW),240.116,579.375,2558.17,115.027,3.97754,1167.28,1893.09,2600.84,6314.08,2.80864,2.82929,0.32147
17.2,MS_B_SCH,Menihek Fm (HW),262.629,578.5,2238.29,115.079,3.9668,1149.87,1864.07,2582.86,6290.72,2.73332,2.86416,0.267057
17.4,MS_B_SCH,Menihek Fm (HW),261.837,579.875,2229.31,111.819,3.93652,1189.29,1878.98,2564.7,6338.55,2.80656,2.78133,0.288822
17.6,MS_B_SCH,Menihek Fm (HW),271.121,585.125,2142.65,110.271,3.96289,1212.66,1898.73,2562.03,6458.2,2.7414,2.83666,0.277939
17.8,MS_B_SCH,Menihek Fm (HW),224.479,587.75,1975.1,114.027,3.91504,1190.51,1916.74,2562.91,6648.11,2.73274,2.77894,0.28164
18,MS_B_SCH,Menihek Fm (HW),224.57,582.5,1884.31,115.147,3.9502,1147.86,1912.23,2600.73,6959.87,2.76329,2.81256,0.294263
18.2,MS_B_SCH,Menihek Fm (HW),209.23,569.875,1863.57,115.387,3.9043,1224.67,1969.24,2735.61,7187.56,2.74231,2.83246,0.270757
18.4,MS_B_SCH,Menihek Fm (HW),230.607,559.125,1977.44,115.485,3.90137,1436.54,2106.34,2875.83,7246.87,2.77026,2.76696,0.269016
18.6,MS_B_SCH,Menihek Fm (HW),242.45,562,2148.69,115.68,3.89941,2072.14,2420.65,2941.84,7027.56,2.77562,2.81678,0.258133
18.8,MS_B_SCH,Menihek Fm (HW),325.173,574.375,2430.64,115.823,3.87793,3531.39,3332.59,2985.93,6690.69,2.76481,2.80356,0.210903
19,MS_B_SCH,Menihek Fm (HW),222.39,583.25,3071.59,115.891,3.87305,5010.84,4835.1,2951.3,6602.23,2.77959,2.85896,0.288822
19.2,MS_B_SCH,Menihek Fm (HW),276.294,585.5,4144.5,115.966,3.81348,5887.89,5342.54,2758.99,6650.5,2.78545,2.85236,0.265316
19.4,MS_B_SCH,Menihek Fm (HW),238.225,584.75,5005.12,116.018,3.86426,4693.27,4033.87,2641.49,6757.33,2.78675,2.81792,0.292522
19.6,MS_B_SCH,Menihek Fm (HW),246.607,579.75,5532.38,116.048,3.82715,2632.89,2767.48,2701.54,6685.9,2.80918,2.80764,0.323211
19.8,MS_B_SCH,Menihek Fm (HW),273.404,577.625,5026.05,115.643,3.84961,2048.97,2450.85,2779.61,6249.04,2.75002,2.86524,0.355859
20,MS_B_SCH,Menihek Fm (HW),298.274,580.625,3586.79,109.993,3.8418,2766.44,2791.63,2786.7,5752.71,2.74742,2.84426,0.227227
20.2,MS_B_SCH,Menihek Fm (HW),292.586,585.625,3069.11,111.879,3.83496,3838.35,3573.42,2591.8,5739.81,2.73254,2.79389,0.227227
20.4,MS_B_SCH,Menihek Fm (HW),290.184,596.5,3648.89,112.998,3.84375,3973.37,3463.47,2345.82,5900.11,2.7355,2.89806,0.234627
20.6,MS_B_SCH,Menihek Fm (HW),282.541,606.5,4352.25,113.765,3.84766,2710.65,2487.53,2351.42,5819.6,2.79762,2.83541,0.296005
20.8,MS_B_SCH,Menihek Fm (HW),301.127,608.5,4545.67,115.327,3.8252,1518.65,1990.81,2382.96,5771.31,2.78781,2.82713,0.258133
21,MS_B_SCH,Menihek Fm (HW),246.584,611.75,3603.97,116.063,3.86914,1383.88,1875.14,2320.12,5789.32,2.78431,2.7758,0.303187
21.2,MS_B_SCH,Menihek Fm (HW),208.735,617.75,2432.98,116.431,3.83105,1574.39,1945.42,2360.28,5912.5,2.73122,2.81285,0.258133
21.4,MS_B_SCH,Menihek Fm (HW),192.698,613.875,2481.21,116.522,3.84277,1586.02,2161.39,2435.66,5937.31,2.76645,2.81351,0.254433
21.6,MS_B_SCH,Menihek Fm (HW),194.853,609.125,2642.33,116.612,3.79297,1853.52,2269.72,2569.79,5824.1,2.7294,2.83622,0.238109
21.8,MS_B_SCH,Menihek Fm (HW),220.659,623.625,2404.75,116.687,3.80078,2457.11,2642.5,2568.04,5898.42,2.74907,2.77961,0.303187
22,MS_B_SCH,Menihek Fm (HW),220.167,640.875,2814.88,116.755,3.78223,3103,2924.17,2487.95,6221.49,2.75846,2.84147,0.243551
22.2,MS_B_SCH,Menihek Fm (HW),314.026,639.625,3373.29,116.837,3.76465,2836.75,2766.34,2610.4,6344.57,2.78728,2.85098,0.28164
22.4,MS_B_SCH,Menihek Fm (HW),262.282,627.125,4003.14,116.92,3.75781,2094.88,2752.44,2829.34,6224.4,2.80134,2.89956,0.334094
22.6,MS_B_SCH,Menihek Fm (HW),259.651,619.75,3817.52,116.972,3.73535,2173.29,2920.42,3004.7,6306.22,2.8064,2.87569,0.339535
22.8,MS_B_SCH,Menihek Fm (HW),312.209,624.375,2863.63,117.032,3.7207,3001.56,3236.76,2988.33,6580.03,2.74391,2.85465,0.422678
23,MS_B_SCH,Menihek Fm (HW),294.996,634.375,2932.1,117.07,3.73633,3422.85,3590.97,2978.13,6959.11,2.82483,2.81501,0.39743
23.2,MS_B_SCH,Menihek Fm (HW),241.351,642.125,3793.8,117.108,3.71191,3296.23,3836.59,3211.03,7091.7,2.74623,2.8614,0.339535
23.4,MS_B_SCH,Menihek Fm (HW),267.318,649.25,4086.49,117.138,3.74512,3647.77,4381.71,3485.36,6860.06,2.79289,2.78687,0.294263
23.6,MS_B_SCH,Menihek Fm (HW),215.78,657.875,3699.26,117.228,3.72363,5136.26,5527.93,3682.53,6616.98,2.78357,2.81697,0.250733
23.8,MS_B_SCH,Menihek Fm (HW),187.515,667,3795.67,117.28,3.7041,6925.12,7258.12,3818.61,6398.91,2.78908,2.91856,0.220044
24,MS_B_SCH,Menihek Fm (HW),206.227,671.125,4844.35,117.356,3.69043,7796.47,8277.94,3957.7,6010.2,2.82403,2.85591,0.214603
24.2,MS_B_SCH,Menihek Fm (HW),173.324,673.5,5945.12,117.393,3.71289,7542.56,8056.5,3884.08,5855.18,2.75346,2.86382,0.180214
24.4,MS_B_SCH,Menihek Fm (HW),219.717,676.125,6380.06,117.461,3.7002,6758.43,7013.17,3383.94,5948.5,2.77838,2.82929,0.198279
24.6,MS_B_SCH,Menihek Fm (HW),224.129,677.75,6258.3,117.506,3.66992,5381.42,5182.32,3038.67,6053.61,2.75255,2.80919,0.209162
24.8,MS_B_SCH,Menihek Fm (HW),264.114,679.875,5910.31,117.588,3.69629,3688.17,3854.95,2996.08,6126.7,2.84409,2.85157,0.346717
25,MS_B_SCH,Menihek Fm (HW),251.16,685.25,5339.79,117.649,3.66113,3265.8,3490.25,2996.32,6184.1,2.78174,2.86998,0.279681
25.2,MS_B_SCH,Menihek Fm (HW),238.754,690.5,4193.2,117.701,3.69336,4116.97,3969.92,3030.89,6196.03,2.83123,2.83376,0.277939
25.4,MS_B_SCH,Menihek Fm (HW),238.769,691.75,3859.24,117.784,3.6582,4886.14,4898.59,3152.69,6092.38,2.83323,2.83116,0.299705
25.6,MS_B_SCH,Menihek Fm (HW),280.264,689.875,4512.44,117.866,3.69629,5507.38,5582.12,3323.86,5933.08,2.77498,2.89848,0.277939
25.8,MS_B_SCH,Menihek Fm (HW),251.406,689.25,4906.19,117.926,3.64941,6152.57,6227.46,3323.52,5856.44,2.81164,2.8144,0.220044
26,MS_B_SCH,Menihek Fm (HW),244.356,689,5256.74,118.009,3.66504,6413.59,6385.95,3179.61,5745.4,2.7726,2.87004,0.236368
26.2,MS_B_SCH,Menihek Fm (HW),228.017,688.5,5617.1,118.047,3.61035,5829.68,5730.21,3073.53,5445.85,2.78814,2.86635,0.290563
26.4,MS_B_SCH,Menihek Fm (HW),260.872,688.5,5778.04,118.122,3.6377,4991.9,5020.04,2940.49,5317.78,2.83659,2.87717,0.240068
26.6,MS_B_SCH,Menihek Fm (HW),253.813,688.625,5517.23,118.159,3.62598,4615.73,4484.06,2669.81,5450.04,2.80059,2.87216,0.256174
26.8,MS_B_SCH,Menihek Fm (HW),235.023,687.25,4969.25,118.212,3.61035,4062.14,3773.14,2518.6,5477.1,2.75802,2.81779,0.305146
27,MS_B_SCH,Menihek Fm (HW),255.851,681.625,4757.7,118.272,3.63184,3190.01,3221.28,2571.57,5514.02,2.79659,2.8272,0.381106
27.2,MS_B_SCH,Menihek Fm (HW),267.226,674.5,4617.44,118.362,3.60352,3051.62,3217.58,2594.88,5656.7,2.76677,2.85762,0.395471
27.4,MS_B_SCH,Menihek Fm (HW),303.924,670.875,3930.24,118.43,3.60449,3723.51,3603.92,2626.4,5602.47,2.76649,2.83984,0.42986
27.6,MS_B_SCH,Menihek Fm (HW),239.996,675.125,3787.77,118.505,3.62695,4195.6,4132.06,2731.06,5395.95,2.77344,2.83013,0.388289
27.8,MS_B_SCH,Menihek Fm (HW),260.458,683.5,4362.1,118.573,3.62891,4857.58,4819.23,2759.38,5282.63,2.83988,2.83085,0.343017
28,MS_B_SCH,Menihek Fm (HW),236.287,689.375,4578.6,118.655,3.62793,5721.73,5356.45,2695.9,5148.37,2.77486,2.80176,0.335835
28.2,MS_B_SCH,Menihek Fm (HW),264.739,690.75,4902.21,118.73,3.62695,5475.68,5160.36,2666.29,4816.63,2.77643,2.76859,0.377406
28.4,MS_B_SCH,Menihek Fm (HW),237.451,687.625,5446.89,118.79,3.61719,4548.55,4525.03,2598.9,4452.05,2.80213,2.7992,0.373924
28.6,MS_B_SCH,Menihek Fm (HW),296.464,681.375,5348.07,118.835,3.64746,3810.79,3809.43,2370.72,4405.47,2.82019,2.86455,0.384806
28.8,MS_B_SCH,Menihek Fm (HW),255.916,670.125,4791.3,118.866,3.62402,3074.36,2962.12,2050.41,4632.59,2.79536,2.81207,0.400912
29,MS_B_SCH,Menihek Fm (HW),249.571,652.625,4359.96,118.918,3.64063,2095.98,2000.94,1938.43,4833.05,2.78333,2.75653,0.370224
29.2,MS_B_SCH,Menihek Fm (HW),212.224,625.375,3992.96,118.963,3.62695,1226.79,1495.26,2024.74,5041.96,2.71822,2.7645,0.258133
29.4,MS_B_SCH,Menihek Fm (HW),197.805,600.25,3325.73,119.023,3.59375,1305.37,1601.08,2086.02,5314.43,2.73029,2.72567,0.276198
29.6,MS_B_SCH,Menihek Fm (HW),246.804,607,2536.83,119.061,3.59766,2178.74,2054.43,2190.67,5446.78,2.80337,2.84947,0.270757
29.8,MS_B_SCH,Menihek Fm (HW),230.639,638.625,2524.33,119.174,3.65137,2992.78,2793.17,2391.72,5525.85,2.76829,2.85925,0.229186
30,MS_B_SCH,Menihek Fm (HW),202.157,666.875,3304.06,119.256,3.64355,4021.69,3788.07,2609.34,5813.06,2.73184,2.76779,0.245292
30.2,MS_B_SCH,Menihek Fm (HW),194.676,681.625,3939.23,119.331,3.62109,5404.43,5232.07,2864.79,5876.11,2.71729,2.78809,0.192838
30.4,MS_B_SCH,Menihek Fm (HW),179.41,684.875,4533.96,119.414,3.61426,6456.09,6640.02,3263.82,5587.46,2.74031,2.79819,0.209162
30.6,MS_B_SCH,Menihek Fm (HW),223.919,685.875,5336.67,119.444,3.60547,7275.37,7886.13,3534.66,5543.45,2.76974,2.83026,0.196538
30.8,MS_B_SCH,Menihek Fm (HW),197.373,689.875,5775.79,119.497,3.63184,8182.49,8617.13,3384.46,5916.09,2.73937,2.76083,0.180214
31,MS_B_SCH,Menihek Fm (HW),167.255,693.875,6080.19,119.519,3.6084,7667.84,7658.31,3211.44,6395.65,2.77955,2.86378,0.201979
31.2,MS_B_SCH,Menihek Fm (HW),235.262,697,6546.16,119.534,3.61621,5798.67,6066.93,3326.67,6735.93,2.7785,2.83238,0.256174
31.4,MS_B_SCH,Menihek Fm (HW),268.042,701.75,6440.42,119.579,3.6123,5075.58,5546.37,3517.41,7026.09,2.83178,2.83116,0.241809
31.6,MS_B_SCH,Menihek Fm (HW),234.202,706,5399.03,119.632,3.57813,6313.78,6622.32,3736.42,7226.56,2.75128,2.79679,0.229186
31.8,MS_B_SCH,Menihek Fm (HW),233.461,705.75,4896.92,119.662,3.56445,8302.41,9222.04,4173.35,7342.1,2.74856,2.81226,0.216344
32,MS_B_SCH,Menihek Fm (HW),260.775,702.625,5612.77,119.714,3.57324,10153.3,11733,4889.63,7544.24,2.7334,2.77571,0.178473
32.2,MS_B_SCH,Menihek Fm (HW),238.408,699.75,6556.89,119.752,3.58398,11223.3,13469.7,5530.59,7852.77,2.74978,2.79817,0.180214
32.4,MS_B_SCH,Menihek Fm (HW),222.239,696.875,7357.55,119.805,3.56152,11559.7,14106.4,5982.63,8299.32,2.74686,2.75611,0.183914
32.6,MS_B_SCH,Menihek Fm (HW),267.716,694.875,7824.77,119.872,3.53516,11373.7,14089.4,6210.53,8726.52,2.73146,2.77905,0.169331
32.8,MS_B_SCH,Menihek Fm (HW),296.38,693.875,7944.83,119.91,3.56152,11163.3,13866.5,6238.38,8966.58,2.71412,2.76579,0.173032
33,MS_B_SCH,Menihek Fm (HW),243.906,695,7808.02,119.97,3.55566,11084.1,13682,6171.36,9009.51,2.74864,2.81649,0.17129
33.2,MS_B_SCH,Menihek Fm (HW),240.632,696.5,7714.95,120.022,3.55176,11032.8,13616.5,6074,8996.56,2.74211,2.76366,0.191097
33.4,MS_B_SCH,Menihek Fm (HW),243.993,697.125,7712.78,120.068,3.54004,10934.3,13387.3,5925.71,9052.64,2.76305,2.76748,0.180214
33.6,MS_B_SCH,Menihek Fm (HW),216.309,697.625,7691.41,120.143,3.53418,10519.3,12808.8,5730.56,9170.35,2.74301,2.73406,0.200238
33.8,MS_B_SCH,Menihek Fm (HW),242.183,699.125,7667.51,120.18,3.52832,9749.63,11914.5,5611.76,9251.87,2.75251,2.7882,0.196538
34,MS_B_SCH,Menihek Fm (HW),214.062,701.75,7494.98,120.24,3.48633,9077.44,11243.5,5549.26,9307.14,2.72526,2.84328,0.225485
34.2,MS_B_SCH,Menihek Fm (HW),274.666,703.75,7112.82,120.293,3.51563,8932.66,10963.7,5475.73,9317.47,2.73609,2.84303,0.174773
34.4,MS_B_SCH,Menihek Fm (HW),252.066,704.5,6759.24,120.345,3.53418,9029.66,10944,5423.72,9341.08,2.67022,2.8232,0.178473
34.6,MS_B_SCH,Menihek Fm (HW),271.796,704.375,6688.76,120.383,3.51758,9137.97,11033.8,5408.21,9392.6,2.76557,2.77506,0.17129
34.8,MS_B_SCH,Menihek Fm (HW),220.7,704.125,6770.06,120.406,3.49805,9257.9,11183.6,5489.13,9408.16,2.76185,2.78983,0.192838
35,MS_B_SCH,Menihek Fm (HW),276.779,703.125,6845.48,120.458,3.5166,9434.74,11522.5,5632.46,9311.46,2.75747,2.8046,0.176732
35.2,MS_B_SCH,Menihek Fm (HW),217.566,702.125,6906.81,120.511,3.50684,9823.22,11985.9,5744.65,9036.51,2.68577,2.78847,0.192838
35.4,MS_B_SCH,Menihek Fm (HW),270.9,701.75,6956,120.578,3.53418,10139.3,12312.4,5850.28,8545.08,2.75727,2.80654,0.169331
35.6,MS_B_SCH,Menihek Fm (HW),257.292,700.25,7137.45,120.631,3.5166,9983.48,12152.7,5705.3,7904.97,2.74769,2.82954,0.16389
35.8,MS_B_SCH,Menihek Fm (HW),186.201,699.75,7317.63,120.676,3.52441,9524.22,11316.5,5171,7509.59,2.77147,2.86107,0.17129
36,MS_B_SCH,Menihek Fm (HW),197.619,700.5,7226.61,120.729,3.5293,8667.5,9869.37,4463.19,7321.11,2.79408,2.81198,0.178473
36.2,MS_B_SCH,Menihek Fm (HW),243.233,700.5,7044.41,120.759,3.52246,7078.49,7797.57,3983.44,7276.34,2.77191,2.85898,0.16759
36.4,MS_B_SCH,Menihek Fm (HW),275.567,700,6729.71,120.781,3.49902,5329.92,6261.06,3743.69,7206.51,2.7954,2.8127,0.183914
36.6,MS_B_SCH,Menihek Fm (HW),276.437,699.625,6024.58,120.834,3.50684,4490.49,5423.42,3643.35,6994.86,2.76689,2.80987,0.198279
36.8,MS_B_SCH,Menihek Fm (HW),250.776,701.875,4936.35,120.864,3.51855,4576.3,5279.13,3580.98,6894.13,2.80823,2.71618,0.212862
37,MS_B_SCH,Menihek Fm (HW),230.806,705.25,4418.35,120.909,3.48926,5448.38,5923.03,3465.24,7091.88,2.71683,2.82857,0.20372
37.2,MS_B_SCH,Menihek Fm (HW),253.433,704.375,4646.95,120.969,3.47754,6128.37,6493.17,3493.61,7569.28,2.75497,2.80512,0.20372
37.4,MS_B_SCH,Menihek Fm (HW),246.485,703,5169.71,121.029,3.49023,5836.77,6577.68,3797.41,7880,2.79766,2.81451,0.16759
37.6,MS_B_SCH,Menihek Fm (HW),177.957,703.75,5514.26,121.082,3.50098,5554.84,6782.58,4223.83,8129.79,2.7054,2.85568,0.176732
37.8,MS_B_SCH,Menihek Fm (HW),245.777,704.75,5278.86,121.127,3.45117,6444.45,7749.54,4485.93,8466.6,2.7691,2.72671,0.176732
38,MS_B_SCH,Menihek Fm (HW),241.068,704.5,5026.47,121.179,3.46191,8144.29,9255.36,4676.64,8734.22,2.76341,2.78845,0.178473
38.2,MS_B_SCH,Menihek Fm (HW),276.975,703.875,5503.78,121.217,3.45313,9137.66,10782.1,4954.31,8816.79,2.77882,2.81628,0.187396
38.4,MS_B_SCH,Menihek Fm (HW),260.521,704.5,6453.08,121.247,3.46875,9599.22,11614.1,5222.73,8757.29,2.75544,2.86837,0.180214
38.6,MS_B_SCH,Menihek Fm (HW),222.976,704.875,6881.28,121.3,3.4248,9921.68,11951.1,5292.69,8658.34,2.78435,2.78522,0.174773
38.8,MS_B_SCH,Menihek Fm (HW),226.432,705.25,7037.77,121.307,3.41016,9897.59,11898.1,5162.9,8678.64,2.77664,2.81683,0.181955
39,MS_B_SCH,Menihek Fm (HW),243.363,706.5,7224.45,121.33,3.43555,9385.27,11210.9,5009.86,8908.48,2.74274,2.85537,0.185655
39.2,MS_B_SCH,Menihek Fm (HW),263.909,707.875,7205.2,121.36,3.43555,8552.24,10318.3,4988.18,9159.71,2.76837,2.81908,0.165849
39.4,MS_B_SCH,Menihek Fm (HW),295.331,710.5,6977.01,121.39,3.41406,8018.15,9859.1,5094.57,9394.19,2.83869,2.85595,0.17129
39.6,MS_B_SCH,Menihek Fm (HW),256.268,713.125,6560.29,121.367,3.42578,8354.92,10235.2,5240.1,9509.21,2.75826,2.78842,0.183914
39.8,MS_B_SCH,Menihek Fm (HW),224.911,714.5,6230.68,121.39,3.41309,9358.18,11460.8,5378.61,9443.22,2.7749,2.86589,0.17129
40,MS_B_SCH,Menihek Fm (HW),205.861,713,6432.33,121.375,3.42969,10309.4,12708.6,5564,9220.14,2.72476,2.81803,0.174773
40.2,MS_B_SCH,Menihek Fm (HW),254.719,710.625,6943.07,121.397,3.43652,10920.6,13492.6,5794.72,8959.11,2.76781,2.73608,0.169331
40.4,MS_B_SCH,Menihek Fm (HW),210.681,708.875,7353.2,121.382,3.39551,11144.4,13648.4,5819.88,8656.49,2.69908,2.77235,0.169331
40.6,MS_B_SCH,Menihek Fm (HW),253.586,708.125,7413.13,121.435,3.4082,10809.9,13048.2,5638.69,8104.68,2.76902,2.88475,0.16389
40.8,MS_B_SCH,Menihek Fm (HW),282.479,709.125,7149.69,121.45,3.4248,10119,12249.1,5378.23,6946.11,2.76381,2.77184,0.16759
41,MS_B_SCH,Menihek Fm (HW),222.649,711.375,6922.78,121.472,3.38281,9601.63,11463,4913.66,6113.68,2.73037,2.85447,0.165849
41.2,MS_B_SCH,Menihek Fm (HW),218.281,713.875,6700.57,121.487,3.39355,9058.78,10301.6,3965.94,5959.92,2.77421,2.71936,0.180214
41.4,MS_B_SCH,Menihek Fm (HW),257.747,715.875,6561.32,121.517,3.39648,7392.52,7474.31,3204.01,5896.04,2.72221,2.72101,0.196538
41.6,MS_B_SCH,Menihek Fm (HW),225.027,720,6455.52,121.525,3.41895,4529.5,4772.56,2945.8,5723.72,2.69787,2.76512,0.209162
41.8,MS_B_SCH,Menihek Fm (HW),216.337,729,5891.96,121.517,3.41016,2964.34,3489.41,2791.41,5518.3,2.71481,2.83421,0.192838
42,MS_B_SCH,Menihek Fm (HW),264.337,739.125,4267.92,121.532,3.40234,3265.19,3304.14,2615.47,5389.33,2.74876,2.77391,0.201979
42.2,MS_B_SCH,Menihek Fm (HW),242.975,739.75,3242.96,121.532,3.39648,3786.39,3644.64,2480.67,5375.75,2.75085,2.81596,0.254433
42.4,MS_B_SCH,Menihek Fm (HW),276.166,732.25,3674.39,121.54,3.41895,3768.97,3697.45,2455.24,5204.63,2.75267,2.80185,0.263574
42.6,MS_B_SCH,Menihek Fm (HW),228.758,726,4079.4,121.608,3.39551,3565.68,3566.84,2501.23,4905.56,2.80051,2.82029,0.324952
