Depth_m,RockType,Formation,NaturalGamma_API,SP_mV,SPResistance_Ohm,FluidResistivity_Ohm,Temperature_DegC,Res8_Ohm-m,Res16_Ohm-m,Res32_Ohm-m,Res64_Ohm-m,NearDensity_gcc,FarDensity_gcc,MS_mCGS
78.6,B_MS_SCH,Menihek Fm (HW),262.973,752.125,5076.87,131.562,2.88965,5733.2,5798.51,2828.64,3622.26,2.78598,2.7863,0.201979
78.8,B_MS_SCH,Menihek Fm (HW),333.157,745.75,5107.68,131.509,2.90234,5671.06,5438.69,2364.53,3218.69,2.77123,2.81457,0.221785
79,B_MS_SCH,Menihek Fm (HW),243.704,734.5,5169.32,131.464,2.86328,4889.12,3981.45,1797.13,3034.97,2.72264,2.80547,0.267057
79.2,B_MS_SCH,Menihek Fm (HW),355.718,715,5199.15,131.344,2.86719,2809.2,2064.37,1455.08,3025.77,2.92447,2.89929,0.352159
79.4,B_MS_SCH,Menihek Fm (HW),392.349,676.5,4942.92,131.291,2.875,1125.56,973.887,1372.4,3054.96,3.02298,2.98429,0.873216
79.6,B_MS_SCH,Menihek Fm (HW),350.032,594.125,3783.54,131.224,2.86523,516.425,828.793,1368.21,2984.87,2.78492,2.81121,1.00337
79.8,B_MS_SCH,Menihek Fm (HW),325.664,489.75,2035.53,131.156,2.8584,390.417,875.293,1427.96,2865.4,2.76577,2.79267,0.524103
80,B_MS_SCH,Menihek Fm (HW),281.937,452.5,979.632,131.103,2.82715,388.313,793.923,1437.6,2907.22,2.87645,2.84265,0.976165
80.2,B_MS_SCH,Menihek Fm (HW),494.471,477.125,869.782,131.021,2.80469,389.852,708.17,1336.23,3284.83,2.95065,2.9849,0.976165
80.4,B_MS_SCH,Menihek Fm (HW),543.178,478.125,906.903,130.991,2.7998,345.189,666.637,1323.66,3520.12,2.96753,2.8565,1.32332
80.6,B_MS_SCH,Menihek Fm (HW),481.473,441.25,964.132,130.946,2.79004,330.757,678.548,1349.32,3159.43,2.7518,2.80923,1.68506
80.8,B_MS_SCH,Menihek Fm (HW),402.536,423.75,842.778,130.886,2.78418,376.091,770.713,1336.66,3084.05,2.91972,2.84424,0.370224
81,GF_B_MS_SCH,Menihek Fm (HW),435.826,441.25,611.052,130.825,2.79883,357.436,727.817,1367.98,3174.03,2.80623,2.78187,0.561975
81.2,GF_B_MS_SCH,Menihek Fm (HW),517.949,456.625,755.742,130.735,2.76074,347.713,665.921,1410.41,3115.03,2.90464,2.89222,0.590922
81.4,GF_B_MS_SCH,Menihek Fm (HW),370.148,464.875,952.732,130.788,2.76074,357.782,707.785,1461.58,3292.31,2.76289,2.78449,1.00163
81.6,GF_B_MS_SCH,Menihek Fm (HW),202.664,466.75,830.312,130.863,2.77148,463.401,796.704,1425.67,3033.57,2.80581,2.82472,0.214603
81.8,GF_B_MS_SCH,Menihek Fm (HW),395.296,478.5,688.334,130.923,2.7998,555.749,780.365,1385.5,2836,2.77474,2.80906,0.319511
82,GF_B_MS_SCH,Menihek Fm (HW),296.357,494.75,1196.14,130.908,2.79492,438.16,682.58,1349.89,3083.62,2.75294,2.8363,0.952659
82.2,GF_B_MS_SCH,Menihek Fm (HW),386.074,490.5,1774.14,130.923,2.79492,374.082,721.661,1285.76,3327.04,2.79146,2.82835,0.576557
82.4,GF_B_MS_SCH,Menihek Fm (HW),464.629,484.625,1344.35,130.886,2.78711,376.73,722.684,1369.9,3258.33,2.80142,2.81518,0.815321
82.6,GF_B_MS_SCH,Menihek Fm (HW),403.111,474.625,884.917,131.006,2.79492,371.252,745.326,1440.07,2888.82,2.83148,2.81807,0.762867
82.8,GF_B_MS_SCH,Menihek Fm (HW),352.749,464,761.1,130.961,2.76074,376.121,798.02,1467.82,3182.83,2.83331,2.83609,0.571116
83,GF_B_MS_SCH,Menihek Fm (HW),228.832,470.5,659.709,131.006,2.77734,379.723,758.037,1443.42,3356.3,2.65885,2.82254,0.335835
83.2,GF_B_MS_SCH,Menihek Fm (HW),253.598,492.75,814.788,130.983,2.76563,409.518,698.597,1367.95,3633.43,2.8013,2.86428,0.359341
83.4,GF_B_MS_SCH,Menihek Fm (HW),197.354,520.75,1200.42,131.058,2.78027,405.485,702.174,1392.52,4284.43,2.92327,2.88791,0.464249
83.6,GF_B_MS_SCH,Menihek Fm (HW),130.797,529,1485.09,131.148,2.77246,392.653,783.324,1590.26,4271.21,2.81511,2.91076,0.352159
83.8,GF_B_MS_SCH,Menihek Fm (HW),202.532,530.625,1317.21,131.051,2.78125,497.216,896.542,1880.74,3915.94,2.76821,2.90041,0.411795
84,GF_B_MS_SCH,Menihek Fm (HW),210.994,558.625,1144.39,131.073,2.74512,1506.09,1313.06,2030.01,3532.6,2.75445,2.8174,0.180214
84.2,GF_B_MS_SCH,Menihek Fm (HW),176.556,610.125,1352.62,131.148,2.76074,3710.22,3072.32,1967.51,3310.59,2.7897,2.86575,0.20742
84.4,GF_B_MS_SCH,Menihek Fm (HW),241.309,646.875,2490.36,131.329,2.74609,5321.64,4363.92,1693.5,3146.55,2.75346,2.83064,0.200238
84.6,GF_B_MS_SCH,Menihek Fm (HW),253.96,651.75,4115.28,131.366,2.75586,4038.04,2809.14,1455.52,3312.24,2.78459,2.76925,0.248992
84.8,GF_B_MS_SCH,Menihek Fm (HW),226.652,633.25,4973.25,131.359,2.75586,1622.78,1185.63,1380.81,3341.45,2.78667,2.85972,0.420936
85,GF_B_MS_SCH,Menihek Fm (HW),219.468,593.5,4533.12,131.479,2.78223,581.543,820.979,1458.61,3144.89,2.80064,2.84051,0.352159
85.2,GF_B_MS_SCH,Menihek Fm (HW),232.927,553.375,2608.82,131.494,2.74023,417.389,837.151,1520.43,3260.33,2.8231,2.84969,0.341276
85.4,GF_B_MS_SCH,Menihek Fm (HW),267.526,541.75,1308.36,131.599,2.75,477.695,837.082,1445.02,3631.57,2.91444,2.87764,0.191097
85.6,GF_B_MS_SCH,Menihek Fm (HW),332.192,549.75,1118.22,131.644,2.73145,491.139,762.705,1495.56,3898.44,2.8856,2.84527,0.672324
85.8,GF_B_MS_SCH,Menihek Fm (HW),216.999,547.875,1544.29,131.877,2.76074,406.286,780.496,1681.88,3640.09,2.79787,2.87552,0.276198
86,GF_B_MS_SCH,Menihek Fm (HW),175.566,535.75,1605.59,131.795,2.74609,680.981,934.232,1713.13,3731.7,2.80395,2.85157,0.200238
86.2,GF_B_MS_SCH,Menihek Fm (HW),228.606,552.625,1164.32,131.847,2.73047,1668.4,1215.36,1667.21,4091.77,2.80594,2.8761,0.209162
86.4,GF_B_MS_SCH,Menihek Fm (HW),236.767,592.875,1692.05,131.892,2.73145,2013.2,1482.12,1745.19,4326.09,2.86286,2.90798,0.240068
86.6,GF_B_MS_SCH,Menihek Fm (HW),222.866,616.625,2972.6,132.05,2.69922,1680.59,1723.49,1986.89,4546.89,2.78463,2.89799,0.277939
86.8,GF_B_MS_SCH,Menihek Fm (HW),223.169,632.5,3235.34,132.005,2.72559,2267.27,2261.31,2304.97,4442.57,2.79056,2.84571,0.252692
87,GF_B_MS_SCH,Menihek Fm (HW),191.325,652.375,2723.93,132.042,2.6748,4011.74,3847.51,2534.53,4154.27,2.77111,2.94992,0.20372
87.2,GF_B_MS_SCH,Menihek Fm (HW),181.004,672.875,3074.17,132.073,2.69824,6512.34,6243.62,2683.25,4138.72,2.81023,2.85451,0.212862
87.4,GF_B_MS_SCH,Menihek Fm (HW),205.848,686.375,4126.96,132.238,2.66211,7674.08,7483.61,2614.49,4373.9,2.822,2.88323,0.183914
87.6,GF_B_MS_SCH,Menihek Fm (HW),193.047,693.875,5432.55,132.305,2.69824,6214.1,6017.72,2518.72,4337.27,2.80378,2.86585,0.210903
87.8,GF_B_MS_SCH,Menihek Fm (HW),223.439,698.5,6055.72,132.651,2.68555,3941.63,3987.47,2535.72,4058.15,2.73972,2.84593,0.198279
88,GF_B_MS_SCH,Menihek Fm (HW),264.463,695.75,5402.52,133.079,2.67188,2888.06,3189.58,2382.28,3664.31,2.81235,2.82907,0.265316
88.2,GF_B_MS_SCH,Menihek Fm (HW),209.753,685.125,4021.69,133.259,2.6582,3297.75,3036.08,1988.66,3588.35,2.72229,2.77712,0.212862
88.4,GF_B_MS_SCH,Menihek Fm (HW),215.324,677,3307.01,133.222,2.70215,3387.77,2580.49,1717.43,3827.31,2.80109,2.89352,0.259874
88.6,GF_B_MS_SCH,Menihek Fm (HW),205.359,676.5,3744.1,133.184,2.70313,2259.71,1711.5,1706.32,3798.92,2.79404,2.88143,0.3576
88.8,GF_B_MS_SCH,Menihek Fm (HW),246.286,670.25,4015.64,133.184,2.69434,1290.97,1262.59,1778.17,3620.95,2.74663,2.82524,0.482314
89,GF_B_MS_SCH,Menihek Fm (HW),190.86,659.875,3231.36,133.124,2.66699,1416.05,1351.55,1798.52,3509.96,2.74411,2.83291,0.361082
89.2,GF_B_MS_SCH,Menihek Fm (HW),249.375,657.75,2499.94,133.139,2.6582,2394.54,1664.93,1675.08,3290.66,2.72727,2.82027,0.198279
89.4,GF_B_MS_SCH,Menihek Fm (HW),259.986,653.875,2598.64,132.982,2.66406,2425.05,1513.88,1594.92,3396.14,2.78374,2.88234,0.252692
89.6,GF_B_MS_SCH,Menihek Fm (HW),241.256,631,3367.53,133.019,2.67578,1381.97,1080.24,1539.47,3629.64,2.81717,2.98073,0.420936
89.8,GF_B_MS_SCH,Menihek Fm (HW),196.843,587,3546.26,132.997,2.70117,838.253,881.512,1553.75,3746.52,2.79672,2.91963,0.58744
90,GF_B_MS_SCH,Menihek Fm (HW),191.899,550.125,2843.79,132.891,2.69629,707.774,910.649,1680.24,3782.75,2.7922,2.88199,0.272498
90.2,GF_B_MS_SCH,Menihek Fm (HW),204.533,542.5,2347.19,132.831,2.66406,1155.26,1194.68,1783.82,3355.14,2.82669,2.84247,0.258133
90.4,GF_B_MS_SCH,Menihek Fm (HW),234.325,576.5,1983.45,132.824,2.67871,2131.06,1841.66,1818.14,3461.49,2.7071,2.82104,0.326911
90.6,GF_B_MS_SCH,Menihek Fm (HW),205.622,619.75,2283.69,132.734,2.65723,2888.62,2363.14,1613.32,3737.14,2.78549,2.77645,0.238109
90.8,GF_B_MS_SCH,Menihek Fm (HW),246.384,624.75,3001.76,132.689,2.6543,2547.83,1778.74,1534.44,3666.22,2.80357,2.86776,0.20742
91,GF_B_MS_SCH,Menihek Fm (HW),242.957,607.375,3436.84,132.576,2.66113,1366.06,1059.36,1604.31,3639.17,2.77732,2.88143,0.480573
91.2,GF_B_MS_SCH,Menihek Fm (HW),207.113,582.25,3516,132.576,2.67676,992.001,972.036,1661.7,3277.32,2.80852,2.82,0.196538
91.4,GF_B_MS_SCH,Menihek Fm (HW),192.412,553.625,2508.36,132.591,2.6582,1100.22,1035.58,1714.72,3252.83,2.88449,2.87173,0.248992
91.6,GF_B_MS_SCH,Menihek Fm (HW),172.773,544.75,2355.61,132.456,2.66309,1274.29,1053.76,1531.24,3773.43,2.82699,2.85921,0.209162
91.8,GF_B_MS_SCH,Menihek Fm (HW),449.441,530.75,2638.51,132.418,2.68457,1236.63,892.95,1488.37,3786.6,2.73952,2.82567,0.189355
92,GF_B_MS_SCH,Menihek Fm (HW),329.148,494.625,2747.52,132.388,2.66602,679.506,796.405,1598.05,3020.6,2.78146,2.82664,0.332135
92.2,GF_B_MS_SCH,Menihek Fm (HW),199.39,479.875,2764.81,132.328,2.6543,577.971,977.006,1507.2,4570.78,2.99412,3.10631,0.269016
92.4,GF_B_MS_SCH,Menihek Fm (HW),88.5008,472.125,1576.26,132.26,2.6709,650.526,928.209,1371.91,5021.65,3.03312,2.99643,0.419195
92.6,GF_B_MS_SCH,Menihek Fm (HW),227.655,422.625,1433.85,132.215,2.65332,481.692,710.037,1574.43,3577.66,2.32518,2.6063,0.444443
92.8,GF_B_MS_SCH,Menihek Fm (HW),311.534,392.125,1731.8,132.08,2.67383,452.655,1168.31,1663.37,4395.69,2.61779,2.6383,1.31614
93,GF_B_MS_SCH,Menihek Fm (HW),330.416,445.25,1189,132.042,2.64063,542.024,1207.2,1687.32,4494.43,3.07996,2.99163,1.4119
93.2,GF_B_MS_SCH,Menihek Fm (HW),100.438,503.75,769.977,132.02,2.62793,543.187,592.274,1899.76,4216.91,3.25192,3.16858,0.305146
93.4,GF_B_MS_SCH,Menihek Fm (HW),54.7817,509.75,704.323,132.005,2.67773,2096.35,1584.74,1735.98,4593.47,3.23584,3.22733,0.250733
93.6,GF_B_MS_SCH,Menihek Fm (HW),73.4406,546.25,1188.64,131.937,2.61426,5380.83,4596.17,1953.17,4108.62,3.19985,3.22793,0.245292
93.8,GF_B_MS_SCH,Menihek Fm (HW),43.4173,614.75,2745.43,131.877,2.62109,7216.35,7521.06,2756.56,2406.73,3.16608,3.22744,0.248992
94,HBG_GN,Post-Iron dyke/sill,49.0158,659.5,4741.57,131.787,2.63867,7468.13,8490.72,3469.18,2701.42,3.15933,3.18597,0.230927
94.2,HBG_GN,Post-Iron dyke/sill,51.61,693.625,5622.49,131.667,2.6084,7064.54,8221.08,3719.08,4111.68,3.18626,3.15938,0.214603
94.4,HBG_GN,Post-Iron dyke/sill,69.3251,719.25,5664.51,131.344,2.64844,6468.57,7566.03,3682.77,3727.32,3.15051,3.20111,0.210903
94.6,HBG_GN,Post-Iron dyke/sill,62.1118,725.75,5398.69,131.224,2.67676,6032.12,6964.36,3391.72,3353.6,3.14605,3.14963,0.229186
94.8,HBG_GN,Post-Iron dyke/sill,65.8982,711,5106.31,131.186,2.6416,5800.64,6159.61,2428.54,3203.21,3.19095,3.21665,0.243551
95,HBG_GN,Post-Iron dyke/sill,127.081,681.75,4907.15,131.088,2.6543,4500.42,3676.83,1737.01,3076.33,2.89623,2.95089,0.227227
95.2,HBG_GN,Post-Iron dyke/sill,266.524,629.75,4833.53,131.006,2.65723,2082.34,1538.22,1552.46,3296.76,2.85963,2.82888,0.31407
95.4,HBG_GN,Post-Iron dyke/sill,202.695,559.5,4519.6,131.013,2.6582,948.412,981.705,1491.79,3890.47,2.80848,2.89835,0.256174
95.6,HBG_GN,Post-Iron dyke/sill,208.998,505.125,2985.85,131.058,2.6377,750.625,848.034,1751.91,4472.06,3.19725,3.06425,0.424419
95.8,HBG_GN,Post-Iron dyke/sill,68.6892,479.875,2293.11,131.103,2.67773,973.576,803.741,2068.02,4896.42,3.19253,3.15451,0.234627
96,HBG_GN,Post-Iron dyke/sill,72.263,474,2104.7,131.269,2.64648,3758.76,2724.78,2185.99,5385.66,3.23927,3.10769,0.236368
96.2,HBG_GN,Post-Iron dyke/sill,45.3776,514.25,2040.12,131.562,2.64746,7765.58,7636.68,2683.52,5030.15,3.21368,3.26189,0.254433
96.4,HBG_GN,Post-Iron dyke/sill,64.1104,590.625,3867.74,131.93,2.625,9993.01,11446.7,3848.1,4521.81,3.1831,3.19618,0.232668
96.6,HBG_GN,Post-Iron dyke/sill,39.0523,642.5,5938.08,132.343,2.625,10351.2,12665.6,4901.44,4785.25,3.21451,3.16059,0.265316
96.8,HBG_GN,Post-Iron dyke/sill,55.4348,661,6803.04,132.681,2.64258,10156.7,12706.4,5427.96,5778.92,3.11265,3.13083,0.247251
97,HBG_GN,Post-Iron dyke/sill,38.1747,683,6881.38,132.854,2.62793,10010.1,12522.3,5570.77,7154.79,3.20353,3.16207,0.236368
97.2,HBG_GN,Post-Iron dyke/sill,54.807,703.125,6729.42,132.929,2.63477,9843.63,12285.7,5555.81,7653.32,3.17978,3.27302,0.210903
97.4,HBG_GN,Post-Iron dyke/sill,38.2576,696.5,6691.53,132.824,2.65723,9526.33,11832.3,5580,7384.53,3.22828,3.1828,0.214603
97.6,HBG_GN,Post-Iron dyke/sill,53.7291,689.25,6624.43,132.726,2.6582,9111.94,11410.4,5504.69,6984.53,3.17265,3.18705,0.254433
97.8,HBG_GN,Post-Iron dyke/sill,51.0608,707.125,6471.15,132.719,2.63574,8932.17,11048.7,5227.71,6392.21,3.15574,3.17909,0.234627
98,HBG_GN,Post-Iron dyke/sill,60.5855,723.125,6283.54,132.628,2.63184,8760.64,10616.8,4852.4,4494.08,3.25453,3.19069,0.216344
98.2,HBG_GN,Post-Iron dyke/sill,40.4069,716.5,6181.75,132.591,2.60449,8435.84,10028.4,4312.58,3309.15,3.14306,3.17865,0.245292
98.4,HBG_GN,Post-Iron dyke/sill,49.5189,695.75,6149.03,132.538,2.66016,8041.3,8988.69,2875.5,3595.88,3.14983,3.12765,0.236368
98.6,HBG_GN,Post-Iron dyke/sill,135.618,660.25,6028.93,132.561,2.63379,6247.26,5164.23,1786.84,3552.69,2.93137,2.95262,0.209162
98.8,HBG_GN,Post-Iron dyke/sill,282.943,612,5883.87,132.456,2.66602,2732.67,1893.25,1689.5,3274.11,3.08823,3.08539,0.312328
99,HBG_GN,Post-Iron dyke/sill,114.992,543.5,5454.33,132.463,2.66211,999.602,1102.97,1676.68,3936.76,3.21914,3.12853,0.339535
99.2,HBG_GN,Post-Iron dyke/sill,86.6262,479.875,3311.38,132.381,2.64355,1628.31,1100.8,1693.39,5252.66,2.98028,2.98255,0.218303
99.4,HBG_GN,Post-Iron dyke/sill,114.698,471.125,1890.12,132.298,2.62695,1946.17,1327.71,2015.72,5243.79,2.83976,2.88571,0.218303
99.6,HBG_GN,Post-Iron dyke/sill,119.672,500.625,2748.75,132.215,2.64258,2827.99,2306.54,2433.19,4555.97,2.86904,2.87663,0.192838
99.8,HBG_GN,Post-Iron dyke/sill,128.428,538.5,3203.09,132.223,2.61523,6076.31,5883.38,2611.14,4334.66,2.85177,2.88046,0.187396
100,HBG_GN,Post-Iron dyke/sill,120.567,564.75,3577.53,132.155,2.63672,8894.11,9399.4,2604.25,3931.12,2.75802,2.93733,0.185655
100.2,HBG_GN,Post-Iron dyke/sill,165.071,567.125,5186.32,132.08,2.5918,8672.18,8574.27,2317.47,3766.75,2.83276,2.91821,0.174773
100.4,HBG_GN,Post-Iron dyke/sill,111.087,553.25,6362.61,132.027,2.62988,5551.62,4991.32,1845.82,4214.03,3.09451,3.05461,0.191097
100.6,HBG_GN,Post-Iron dyke/sill,134.421,519.5,6382.47,131.915,2.64258,2448.56,2080.08,1682.05,4422.9,2.85749,2.9595,0.270757
100.8,HBG_GN,Post-Iron dyke/sill,92.1476,505.75,4942.03,131.885,2.67676,955.953,1111.8,1842.3,3986.58,3.27057,3.17033,0.189355
101,HBG_GN,Post-Iron dyke/sill,109.258,499.125,2975.16,131.734,2.66016,1194.65,1215.93,1948.02,3301.38,2.84237,2.90889,0.267057
101.2,HBG_GN,Post-Iron dyke/sill,148.387,493.125,2094.55,131.719,2.65234,3294.06,2156.28,1746.15,2295.88,2.77441,2.82262,0.196538
101.4,HBG_GN,Post-Iron dyke/sill,242.701,509.375,2452.99,131.659,2.62793,3661.98,2147.8,1583.39,2917.06,3.04418,3.01271,0.236368
101.6,HBG_GN,Post-Iron dyke/sill,106.787,490.375,3695.14,131.622,2.65332,1765.62,1184.57,1382.84,4298.43,3.32026,3.12592,0.43726
101.8,HBG_GN,Post-Iron dyke/sill,97.4467,440.875,4252.68,131.502,2.64648,992.948,665.053,1415.09,4222.61,2.99959,2.97489,0.247251
102,HBG_GN,Post-Iron dyke/sill,244.311,400.875,2779,131.441,2.65332,833.161,839.573,1799.6,4058.24,2.9544,3.14378,0.478832
102.2,HBG_GN,Post-Iron dyke/sill,82.6537,407.75,2409.86,131.366,2.63184,712.229,1177.55,1888.46,3533.33,3.26629,3.27551,0.527586
102.4,HBG_GN,Post-Iron dyke/sill,113.034,430.625,2256.49,131.359,2.62988,1908.55,1213.9,1690.36,2775.1,3.17104,3.0899,0.232668
102.6,HBG_GN,Post-Iron dyke/sill,282.608,415.75,1505.61,131.284,2.62109,2561.34,1195.7,1482.91,2957.48,2.8027,2.81349,0.279681
102.8,HBG_GN,Post-Iron dyke/sill,422.502,420.5,2646.26,131.194,2.62695,1306.46,938.273,1262.04,3153.18,2.76149,2.86804,0.466208
103,HBG_GN,Post-Iron dyke/sill,636.726,444,3739.07,131.133,2.62109,508.045,593.454,1262.3,2728.48,2.82982,2.73429,1.20579
103.2,HBG_GN,Post-Iron dyke/sill,371.625,455.875,2415.59,131.073,2.63672,340.384,615.188,1364.34,3004.18,2.79503,2.78603,1.33616
103.4,HBG_GN,Post-Iron dyke/sill,330.475,470.25,1212.83,130.923,2.625,312.178,751.73,1361.07,4162.48,2.74203,2.81886,0.453366
103.6,HBG_GN,Post-Iron dyke/sill,278.262,490.5,770.17,130.901,2.6377,376.178,683.597,1527.58,4274.29,3.02293,3.13225,0.352159
103.8,HBG_GN,Post-Iron dyke/sill,131.231,505.75,700.405,130.825,2.60352,376.617,720.429,1835.19,3601.08,3.22664,3.27132,0.460767
104,HBG_GN,Post-Iron dyke/sill,67.4289,509.125,1015.56,130.705,2.60938,1295.08,1253.4,1861.14,3659.8,3.20074,3.2307,0.245292
104.2,HBG_GN,Post-Iron dyke/sill,45.7959,535.125,1185.16,130.638,2.60059,3311.14,2841.16,1811.52,3752.09,3.10648,3.17246,0.265316
104.4,HBG_GN,Post-Iron dyke/sill,75.688,591.125,2133.08,130.555,2.61621,4758.75,4246.95,1758.41,3216.78,3.19253,3.25343,0.305146
104.6,HBG_GN,Post-Iron dyke/sill,61.6702,627.125,3665.49,130.532,2.59863,4309.29,3393.12,1658.99,3577.41,3.12128,3.08497,0.31777
104.8,HBG_GN,Post-Iron dyke/sill,135.133,613.625,4320.34,130.427,2.59863,2309.88,1787.69,1524.48,4463,3.17821,3.0154,0.373924
105,HBG_GN,Post-Iron dyke/sill,124.899,560.25,4285.64,130.382,2.62988,958.13,985.788,1564.96,4742.73,3.029,3.01103,0.261616
105.2,HBG_GN,Post-Iron dyke/sill,131.269,496,3052.13,130.277,2.62109,610.425,872.979,1930.38,5102.67,3.21981,3.2131,0.527586
105.4,HBG_GN,Post-Iron dyke/sill,47.0413,463,2206.57,130.209,2.6377,1468.22,1308.6,2222.07,5081.03,3.23138,3.28984,0.294263
105.6,HBG_GN,Post-Iron dyke/sill,47.1073,447,1909.25,130.074,2.61426,5161.89,4222.14,2420.37,4064.47,3.21266,3.12318,0.238109
105.8,HBG_GN,Post-Iron dyke/sill,76.8506,442.75,2321.95,130.022,2.5957,9335.57,9902.38,2698.48,3087.36,3.12614,3.15949,0.274239
106,HBG_GN,Post-Iron dyke/sill,74.0964,463.875,4499.62,129.909,2.61426,10821.6,11925.8,2287.33,3756.7,3.20847,3.2927,0.243551
106.2,HBG_GN,Post-Iron dyke/sill,194.838,472.75,6453.34,129.841,2.60938,7882.18,6828.02,1615.86,4584.97,3.04434,3.04954,0.259874
106.4,HBG_GN,Post-Iron dyke/sill,218.937,463,7006.02,129.736,2.61523,3087.66,2155.04,1475.07,3711.94,3.0537,3.01779,0.28164
106.6,HBG_GN,Post-Iron dyke/sill,376.259,446.25,6118.01,129.669,2.63281,872.943,1103.84,1548.5,3333.36,2.81876,2.86441,0.324952
106.8,HBG_GN,Post-Iron dyke/sill,330.913,434.625,3520.08,129.548,2.63867,590.036,1158.48,1481.03,3418.98,2.85008,2.90455,0.439001
107,HBG_GN,Post-Iron dyke/sill,298.861,426.5,1643.5,129.496,2.6377,527.432,978.682,1441.64,2905.39,2.86316,2.87844,0.238109
107.2,HBG_GN,Post-Iron dyke/sill,370.264,411.625,984.421,129.428,2.64355,456.186,893.663,1473.63,2816.66,2.84057,2.87339,0.442702
107.4,HBG_GN,Post-Iron dyke/sill,183.934,423.25,839.676,129.361,2.61523,431.715,942.053,1394.65,3416.72,3.02409,2.95424,0.574598
107.6,HBG_GN,Post-Iron dyke/sill,357.088,470.625,888.813,129.27,2.63281,414.96,697.255,1335.53,3879.56,2.82589,2.89118,0.348458
107.8,HBG_GN,Post-Iron dyke/sill,376.08,522.125,840.332,129.037,2.62109,350.229,566.515,1413.74,3782.08,3.01869,3.07883,0.762867
108,HBG_GN,Post-Iron dyke/sill,231.47,528.875,1090.25,129.083,2.60059,348.733,814.967,1511.68,3682.42,2.87609,2.95809,0.645335
108.2,HBG_GN,Post-Iron dyke/sill,349.453,507.875,1010.56,129.09,2.59961,444.16,954.095,1582.82,2938.32,3.12581,3.12465,0.402871
108.4,HBG_GN,Post-Iron dyke/sill,70.7977,495.5,768.424,129,2.61426,542.005,852.181,1526.99,2174.08,3.23084,3.12932,0.439001
108.6,HBG_GN,Post-Iron dyke/sill,178.402,490.125,868.485,128.887,2.59277,918.907,775.012,1331.21,2527.33,2.88833,2.93396,0.240068
108.8,HBG_GN,Post-Iron dyke/sill,402.571,489.875,1200.14,128.842,2.62109,842.155,638.917,1196.36,3000.57,2.7852,2.82148,0.61987
109,HBG_GN,Post-Iron dyke/sill,417.439,496.25,2134.49,128.805,2.62207,380.603,526.15,1238.67,2813.58,2.79956,2.7738,0.484273
109.2,HBG_GN,Post-Iron dyke/sill,375.241,492.375,1984.02,128.624,2.61426,294.283,613.281,1328.43,2615.24,2.76005,2.81325,0.377406
109.4,HBG_GN,Post-Iron dyke/sill,407.399,477.375,931.788,128.549,2.6377,349.319,739.742,1296.56,3531.38,2.61593,2.7015,0.404613
109.6,HBG_GN,Post-Iron dyke/sill,360.505,468,480.184,128.512,2.61719,333.687,686.711,1345.68,4228.62,2.86957,2.92494,0.516703
109.8,HBG_GN,Post-Iron dyke/sill,173.294,495.5,400.343,128.436,2.60254,405.464,719.847,1635.74,3367.97,3.43484,3.34863,0.511262
110,HBG_GN,Post-Iron dyke/sill,25.2071,580,491.455,128.474,2.60938,645.689,1065.95,1884.91,2826.73,3.77256,3.4919,11.4587
110.2,HBG_GN,Post-Iron dyke/sill,11.9491,597,583.392,128.436,2.62793,1520.66,1490.14,1697.48,3261.38,3.64618,3.63971,7.56382
110.4,HBG_GN,Post-Iron dyke/sill,10.6688,540.375,1058.72,128.474,2.63379,2303.52,1366.22,1397.34,3535.81,3.64991,3.60516,6.9988
110.6,HBG_GN,Post-Iron dyke/sill,7.10556,497.75,2057.21,128.482,2.63281,1438.7,884.522,1373.05,2977.32,3.92488,3.64956,31.3516
110.8,HBG_GN,Post-Iron dyke/sill,19.1514,458.875,2937.6,128.421,2.65234,539.753,784.328,1338.65,2436.12,3.70228,3.56726,36.876
111,MIF,Sokoman,0,435,2225.28,128.249,2.63574,402.494,721.582,1210.91,2605.09,3.61735,3.51307,43.7079
111.2,MIF,Sokoman,0,425.125,1023.47,128.106,2.65625,327.949,530.013,1194.53,2555.79,3.91559,3.59562,43.1692
111.4,MIF,Sokoman,0,446.75,731.967,128.016,2.67871,257.311,507.047,1267.19,2205.3,3.82117,3.61125,45.4469
111.6,MIF,Sokoman,0,473.125,572.069,127.828,2.6377,273.789,601.545,1282.18,2787.01,3.73948,3.64854,53.7135
111.8,MIF,Sokoman,0,479.875,401.776,127.625,2.62109,333.568,586.76,1243.8,2879.73,3.79698,3.58488,54.9517
112,MIF,Sokoman,5.09359,467.625,458.716,127.557,2.65527,265.744,499.261,1345.92,3174.98,3.69546,3.65197,53.4567
112.2,MIF,Sokoman,0,449.125,647.506,127.512,2.66797,315.047,701.134,1372.63,3370.42,3.59909,3.52535,54.1003
112.4,MIF,Sokoman,0,461.25,795.621,127.407,2.65918,386.517,747.327,1466.14,2543.09,3.62657,3.47,47.818
112.6,MIF,Sokoman,0,486.75,843.068,127.43,2.64453,404.868,779.762,1556.82,2139.72,3.42504,3.60443,53.5192
112.8,MIF,Sokoman,12.9641,510.25,865.537,127.234,2.61816,768.186,878.167,1439.86,1872.58,3.39139,3.41677,37.4315
113,MIF,Sokoman,14.8256,549.125,994.611,127.242,2.66211,1239.69,905.222,1313.44,2871.17,3.49016,3.53628,42.0315
113.2,MIF,Sokoman,37.5229,583,1603.95,127.107,2.63281,1229.46,822.709,1193.82,4084.94,3.59325,3.54421,44.5313
